SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Dolní V?stonice 1;48.883074;16.662378;0.033;0.021;03. Feb;NA;Gravettian;;Czech Republic;;"Ábelová, M. (2008): Schreger pattern analysis of Mammuthus primigenius tusk: analytical approach and utility. In: Bull. Geosci., S. 225–232. DOI: 10.3140/bull.geosci.2008.02.225.            Nadachowski, Adam; Lipecki, Grzegorz; Baca, Mateusz; ?mihorski, Micha?; Wilczy?ski, Jaros?aw (2018): Impact of climate and humans on the range dynamics of the woolly mammoth (Mammuthus primigenius ) in Europe during MIS 2. In: Quat. res. 90 (3), S. 439–456. DOI: 10.1017/qua.2018.54.     Wojtal, Piotr; Wilczy?ski, Jaros?aw (2015): Hunters of the giants: Woolly mammoth hunting during the Gravettian in Central Europe. In: Quaternary International 379, S. 71–81. DOI: 10.1016/j.quaint.2015.05.040.";min. 17 individuals
Mammuthus primigenius;Dolní V?stonice 2;48.885538;16.649064;0.033;0.021;03. Feb;Na;Gravettian;;Czech Republic;;"Wojtal, Piotr; Wilczy?ski, Jaros?aw (2015): Hunters of the giants: Woolly mammoth hunting during the Gravettian in Central Europe. In: Quaternary International 379, S. 71–81. DOI: 10.1016/j.quaint.2015.05.040.";min. 5 individuals
Mammuthus primigenius;Domburg, Oosterschelde;51.583687;3.479655;0.4;0.012;11. Jan;NA;Late Middle Pleistocene;Late Pleistocene;Netherlands;;"Scager, D. J.; Ahrens, H.-J.; Dieleman, F. E.; van den Hoek Ostende, L. W.; Vos, J. de; Reumer, J.W.F. (2017): The Kor & Bot collection revisited, with a biostratigraphic interpretation of the Early Pleistocene Oosterschelde Fauna (Oosterschelde Estuary, the Netherlands). In: Deinsea (17), S. 16–31.";
Mammuthus primigenius;Dome Creek [AKLIV-VP];65.05;-147.633333;0.03368;0.03172;3;W;;;;;;
Mammuthus primigenius;Dominion Creek;63.8;-138.683333;0.01513;0.01461;2;K;;;;;;
Mammuthus primigenius;Dorochivtsy 3, layer 6;48.593186;25.879999;0.02243;0.02223;2;K;Late Pleistocene;;Ukraine;;"Demay, Laëtitia; Patou-Mathis, Marylène; Koulakovska, Larissa (2015): Zooarchaeology of the layers from Dorochivtsy III (Ukraine). In: Quaternary International 359-360, S. 384–405. DOI: 10.1016/j.quaint.2014.11.069.";
Mammuthus primigenius;Dössebacka, Romelanda, Bohuslän;57.899064;12.019843;0.03755;0.0347;3;W;Late Pleistocene;;Sweden;;"Ukkonen, P.; Arppe, L.; Houmark-Nielsen, M.; Kjær, K. H.; Karhu, J. A. (2007): MIS 3 mammoth remains from Sweden—implications for faunal history, palaeoclimate and glaciation chronology. In: Quaternary Science Reviews 26 (25-28), S. 3081–3098. DOI: 10.1016/j.quascirev.2007.06.021.";
Mammuthus primigenius;Dresden;51.05;13.74;0.024511;0.024511;2;K;Late Pleistocene;;Germany;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";calibr. Median
Mammuthus primigenius;Dresden-Prohlis;51;13.79;0.030646;0.030646;3;W;Late Pleistocene;;Germany;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Druzhinikha;56.78;93.52;0.05238;0.03478;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Dubasu;44.7292;123.6961;0.653775;0.0117;;NA;;;China;Jilin Province;;
Mammuthus primigenius;Dudypta River;72.08;96.25;0.0205;0.0203;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Duvanny Yar;68.45;150.45;0.0289;0.0283;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Duvanny Yar;68.45;150.45;0.0343;0.0333;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Duvanny Yar;68.45;150.45;0.0351;0.0343;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Duvanny Yar;68.45;150.45;NA;0.05;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Duvanny Yar;68.45;150.45;NA;0.053;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Dyagyylakh-Sis Island;72.32;127.17;0.0517;0.0491;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Dyuktai Cave;59.25;132.67;0.01277;0.01227;1;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.01527;0.01463;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.0165;0.01575;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.01655;0.01575;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.01672;0.0159;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.01685;0.01603;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Dzier?ys?aw;50.044965;17.962016;0.01762;0.01714;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Eastern Peace River District [HbQh-VP];56.227778;-117.302778;0.02798;0.00975;02. Jan;NA;;;;;;
Mammuthus primigenius;Edar Culebro, Getafe;37.216667;-3.616667;1.9;0.0117;;NA;;;Spain;Madrid;"Álvarez-Lao, Diego J.; García, Nuria (2012): Comparative revision of the Iberian woolly mammoth (Mammuthus primigenius) record into a European context. In: Quaternary Science Reviews 32, S. 64–74. DOI: 10.1016/j.quascirev.2011.11.004.";
Mammuthus primigenius;Ehringsdorf, basis of Unteren Travertin (Lower Travertine);50.966667;11.349722;2.588;0.781;;NA;Early Pleistocene;;Germany;Thüringen;E. W. Guenther. 1975. Die BackenzÃ¤hne der Elefanten von Ehringsdorf bei Weimar (The chewing teeth of elefants from Ehringsdorf, Weimar). Abhandlungen des zentralen geologischen Instituts, PalÃ¤onologische Ahandlungen 23(2):399-441;
Mammuthus primigenius;Ehringsdorf, Loess above Travertine II;50.966667;11.349722;2.588;0.781;;NA;Early Pleistocene;;Germany;ThÃ¼ringen;;
Mammuthus primigenius;Ehringsdorf, Oberer Travertin I (Upper Travertine I);50.966667;11.349722;2.588;0.781;;NA;Early Pleistocene;;Germany;Thüringen;E. W. Guenther. 1975. Die BackenzÃ¤hne der Elefanten von Ehringsdorf bei Weimar (The chewing teeth of elefants from Ehringsdorf, Weimar). Abhandlungen des zentralen geologischen Instituts, PalÃ¤onologische Ahandlungen 23(2):399-441;
Mammuthus primigenius;Ehringsdorf, Pariser Horizont;50.966667;11.349722;2.588;0.781;;NA;Early Pleistocene;;Germany;Thüringen;E. W. Guenther. 1975. Die BackenzÃ¤hne der Elefanten von Ehringsdorf bei Weimar (The chewing teeth of elefants from Ehringsdorf, Weimar). Abhandlungen des zentralen geologischen Instituts, PalÃ¤onologische Ahandlungen 23(2):399-441;
Mammuthus primigenius;EI Cierro, Ribadesella;43.05;-5.216667;0.022;0.017;2;K;Solutrean;;Spain;Asturias;"Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";solutrean as archaeological context, no dating
Mammuthus primigenius;Eldorado Creek, Eastern Beringia;64.5;-147.4;0.034276;0.034276;3;W;Late Pleistocene;;USA;Alaska;"Szpak, Paul; Gröcke, Darren R.; Debruyne, Regis; MacPhee, Ross D.E.; Guthrie, R. Dale; Froese, Duane et al. (2010): Regional differences in bone collagen ?13C and ?15N of Pleistocene mammoths: Implications for paleoecology of the mammoth steppe. In: Palaeogeography, Palaeoclimatology, Palaeoecology 286 (1-2), S. 88–96. DOI: 10.1016/j.palaeo.2009.12.009.";
Mammuthus primigenius;Eliseevichi;53.244509;34.194433;0.0125;0.0119;1;W;Early Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Eliseevichi;53.244509;34.194433;0.01311;0.01283;1;W;Early Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Eliseevichi 1;53.143548;33.647702;0.01697;0.01673;2;K;Late Pleistocene;;Russia;;"Velichko, A. A.; Zelikson, E. M. (2005): Landscape, climate and mammoth food resources in the East European Plain during the Late Paleolithic epoch. In: Quaternary International 126-128, S. 137–151. DOI: 10.1016/j.quaint.2004.04.019.";
Mammuthus primigenius;Eliseevichi 1;53.143548;33.647702;0.01751;0.01717;2;K;Late Pleistocene;;Russia;;"Velichko, A. A.; Zelikson, E. M. (2005): Landscape, climate and mammoth food resources in the East European Plain during the Late Paleolithic epoch. In: Quaternary International 126-128, S. 137–151. DOI: 10.1016/j.quaint.2004.04.019.";
Mammuthus primigenius;Endless Caverns;38.594723;-78.675552;0.126;0.0117;;NA;Late Pleistocene;;USA;Virginia;D. Hubbard and F. Grady. 1999. Mammoth Tooth Found in Endless Caverns, Virginia. Virginia Minerals 45(1):1-3;
Mammuthus primigenius;Engelgardt Lake;74.929322;110.45247;0.0102;0.01;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Engelgardt Lake;75.1;110.3;0.0413;0.0397;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Engineer Creek;64.926243;-147.594617;0.01392;0.01363;1;W;Late Pleistocene;;US;Alaska;"Ishida, Yasuko; Roca, Alfred L.; Fratpietro, Stephen; Greenwood, Alex D. (2012): Successful genotyping of microsatellites in the woolly mammoth. In: The Journal of heredity 103 (3), S. 459–464. DOI: 10.1093/jhered/esr139.";
Mammuthus primigenius;Enmynveem;68.17;165.93;0.037069;0.037068;3;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Enmynveem River;66.3;173.7;0.032;0.0302;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Enmynveem River;66.3;173.7;0.03227;0.03047;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Enmynveem River;66.3;173.7;0.035;0.027;03. Feb;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";sigma 3000 y -> 14C date is 0.032 -> W
Mammuthus primigenius;Epiguruk [AKAMR-VP] [Epiguruk Bluff];67.083333;-158.083333;0.02795;0.02743;2;K;;;;;;
Mammuthus primigenius;Erie Canal, Chittenago;43.044998;-75.866997;2.588;0.0117;;NA;Pleistocene;;US;New York;C. A. Hartnagel and S. C. Sherman. 1922. The mastodons, mammoths and other Pleistocene mammals of New York State, being a descriptive record of all known occurrences. New York State Museum Bulletin 241-242:1-110;
Mammuthus primigenius;Ester Creek;64.837776;-148;0.020256;0.020256;2;K;Late Pleistocene;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Etiolles;48.651062;2.482968;0.01222;0.01178;1;W;Late Pleistocene;;France;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Eureka Township, near Brookings;44.46;-96.88;0.014716;0.014716;2;K;Late Pleistocene;;USA;South Dakota;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Eurogeul;52.041234;3.891391;0.126;0.0117;05. Jan;NA;Late Pleistocene;;Netherlands;;"Mol, Dick; Bijkerk, André; Ballard, Joanne (2018): Deciduous Tusks and Small Permanent Tusks of the Woolly Mammoth, Mammuthus primigenius (Blumenbach, 1799) Found on Beaches in The Netherlands. In: Quaternary 1 (1), S. 7. DOI: 10.3390/quat1010007.";
Mammuthus primigenius;Evalga;59.38;62.33;0.01721;0.01689;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Evalga;59.38;62.33;0.019915;0.010505;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Faddeevsky Island;75.26;144;0.01862;0.01838;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Faddeevsky Island;75.26;144;0.021;0.0208;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Faddeevsky Island;75.26;144;0.02409;0.02379;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
